title,percentage,project_url,cash,time
Jiu-Jitsu para todos,3%,/ojjampsjiujitsuparatodos?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Sanfona Nova para João do Vale do Pati,0%,/sanfonanovaparajoaodovaledopati?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />51 dias</div>
KINKY,0%,/kinky?ref=ctrse_explore,R$ 100,Restantes
Publicando meu primeiro livro - Sinestesia,1%,/o_alexandre_bleu?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />29 dias</div>
Publicando meu primeiro livro - Sinestesia,1%,/o_alexandre_bleu?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />29 dias</div>
Escola Aberta de São Paulo,2%,/escola_aberta_de_sao_paulo_e25?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Medcanal,8%,/medcanal?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Clube do Rabisco,13%,/clubedorabisco?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
CANAL + DH,3%,/canalmaisdh?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
LWD Floripa,8%,/lwdfloripa?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Ceia de Natal p/ moradores de rua,2%,/ceia_de_natal_para_moradores_de_rua_de_porto_alegre_0ea8?ref=ctrse_explore,R$ 100,Restantes
corrida pelo presente,10%,/corrida-pelo-presente?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
AEMA - MENINAS DE AMERICANA MERECEM O SEU APOIO.,2%,/meninas_de_americana_futebol_feminino_3de2?ref=ctrse_explore,R$ 100,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Arte Sem Fronteiras,0%,/arte_sem_fronteiras_f32a?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />225 dias</div>
Série de TV sobre INFERTILIDADE!,0%,/quasepais?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />77 dias</div>
Lenda Jack GO ANIME [2ª temporada],7%,/lenda_jack_go_anime_2_temporada_8fa6?ref=ctrse_explore,R$ 100,Restantes
Tenebris Revelatio,0%,/tenebris_revelatio?ref=ctrse_explore,R$ 100,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />364 dias</div>
Coral Voz Livre Campinas,3%,/coral_voz_livre_campinas_9689?ref=ctrse_explore,R$ 95,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Escola CreArte Pedagogia Consciente,4%,/escola_crearte?ref=ctrse_explore,R$ 95,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Curta metragem "Amélia",2%,/curta_metragem_amelia_9f1d?ref=ctrse_explore,R$ 95,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />181 dias</div>
Histórias na Neve,11%,/historiasnaneve?ref=ctrse_explore,R$ 95,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Confecção da CAMISETA LGBTQ XIRÚ,2%,/camiseta_lgbtq_xiru?ref=ctrse_explore,R$ 92,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />180 dias</div>
Semblante de Mulher ,0%,/semblante_de_mulher_1a07?ref=ctrse_explore,R$ 90,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />67 dias</div>
O garoto da casa ao lado - O livro,0%,/o_garoto_da_casa_ao_lado_o_livro_d82d?ref=ctrse_explore,R$ 90,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />13 dias</div>
Financiamento Permanente - Célula Pop,3%,/financiamento_permanente_celula_pop_8c3d?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Raul Soares - O Filme,0%,/raulsoares_ofilme?ref=ctrse_explore,R$ 90,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />104 dias</div>
Dispersciência,18%,/dispersciencia?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Minha Vida de Cão,90%,/vidadecaohq?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Projeto Sabores do Bem,18%,/sabores_do_bem?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Projeto O Tempo,0%,/projetootempo?ref=ctrse_explore,R$ 90,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />96 dias</div>
Xoloflomps,90%,/xoloflomps?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
ReKOMBIne - Projeto Sentindo & Sentidos,0%,/rekombine?ref=ctrse_explore,R$ 90,Restantes
Geografia Visual dos oceanos e mares,0%,/geografiavisual?ref=ctrse_explore,R$ 90,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />949 dias</div>
Portal Viva São Lourenço,16%,/portalvivasaolourenco?ref=ctrse_explore,R$ 90,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Refloreste a Mata-Atlântica - 1ª Edição,1%,/refloreste_aomar?ref=ctrse_explore,R$ 88,Restantes
CoBebê,0%,/cobebe?ref=ctrse_explore,R$ 88,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />34 dias</div>
Arqueologia Egípcia e Descobrindo o Passado,70%,/arqueologia?ref=ctrse_explore,R$ 85,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Motim Underground,85%,/motim_underground_62c1?ref=ctrse_explore,R$ 85,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Canal SensoComuna,28%,/canalsensocomuna?ref=ctrse_explore,R$ 85,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
AJUDE O ERICO A CONTINUAR NOSSA JORNADA,8%,/erico?ref=ctrse_explore,R$ 84,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
ComDayDF,82%,/comdaydf?ref=ctrse_explore,R$ 82,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Natal Perdido,3%,/poliedrojogos?ref=ctrse_explore,R$ 80,Restantes
Ratos de Cinema,16%,/ratosdecinema?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Rádio Caiçara do Zaqueu - Praia do Sono,1%,/radio_do_zaqueu_cc74?ref=ctrse_explore,R$ 80,Restantes
Vai Quem Qué,4%,/vqq?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Contribua com a Bóson Treinamentos em Tecnologia!,32%,/bosontreinamentos?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Reconstruindo vidas,2%,/reconstruindovidas?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Projeto Arqueologia em Ação,26%,/projeto_arqueologia_em_acao_8202?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
FGD - Diário de Jogos da Felicia,14%,/FGD?ref=ctrse_explore,R$ 80,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
HAJA LUZ,8%,/haja_luz?ref=ctrse_explore,R$ 80,Restantes
Magic Pauper BR,77%,/MagicPauperBR?ref=ctrse_explore,R$ 77,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Alemanha Cast,15%,/alemanhacast?ref=ctrse_explore,R$ 75,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Pré-venda livro: "Jardim: colheita de poemas",9%,/pre_venda_livro_jardim_colheita_de_poemas_b466?ref=ctrse_explore,R$ 75,Restantes
Lançamento do Single - Isa Stanislaw,1%,/single_isastanislaw?ref=ctrse_explore,R$ 75,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />263 dias</div>
Golrek.net,0%,/golrek?ref=ctrse_explore,R$ 75,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
RESUMIDO,3%,/resumido?ref=ctrse_explore,R$ 75,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
projeto redomas,75%,/projetoredomas?ref=ctrse_explore,R$ 75,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Revista Mandala,0%,/revista_mandala?ref=ctrse_explore,R$ 74,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Glauber Robot,0%,/glauber_robot?ref=ctrse_explore,R$ 70,Restantes
Pandemonium Records,2%,/pandemonium_records_438e?ref=ctrse_explore,R$ 70,Restantes
Bancada da Educação,1%,/bancadadaeducacao?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
PROJETO SINAL,2%,/projeto_sinal?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Enciclopédia Cósmica,1%,/campanha_de_captacao_de_recursos_para_produzir_videos_com_temas_relacionados_a_espiritualidade_e_autoconhecimento_12ee?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
eCycle,2%,/ecycle?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Som de Fita,23%,/projetosomdefita?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Paulo Outeiro,116%,/paulo_outeiro?ref=ctrse_explore,R$ 70,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Informação em Saúde,0%,/informacao_em_saude_1e35?ref=ctrse_explore,R$ 68,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
AsterZine – Revista de RPG,68%,/asterzine?ref=ctrse_explore,R$ 68,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
TUDO CERTO - Uma experiência de transformação!,0%,/tudo_certo_uma_experiencia?ref=ctrse_explore,R$ 64,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />21 dias</div>
Colégio Xingu com Filho sem Fila,0%,/colegio_xingu_com_filho_sem_fila?ref=ctrse_explore,R$ 60,Restantes
Revista Arte Brasileira,5%,/revista_arte_brasileira_financie?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Ajude a manter a página Davi Roballo ativa,3%,/colabore_para_manter_a_pagina_do_escritor_davi_roballo_ativa_8595?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Grisalhos,1%,/Grisalhos?ref=ctrse_explore,R$ 60,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />156 dias</div>
HISTORIART: Mares do Sertão [Artbook],50%,/Maresart?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Sobreviventes pela Paz - Survivors for the Peace,16%,/SobreviventesPelaPaz?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Sobre Viver - Média-Metragem,0%,/sobre_viver_media_metragem_125d?ref=ctrse_explore,R$ 60,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />118 dias</div>
Vaporacast,6%,/vaporacast?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Voleicast - Saída de Rede,3%,/saidaderede?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Colégio Xingu com Filho sem Fila,0%,/colegio_xingu_com_filho_sem_fila?ref=ctrse_explore,R$ 60,Restantes
As Notas do Caminho,3%,/as_notas_do_caminho?ref=ctrse_explore,R$ 60,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />227 dias</div>
Sofia com Rafael Nadal na Espanha,0%,/SofiacomNadal?ref=ctrse_explore,R$ 60,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />308 dias</div>
Financie o Jornal Balaiada,1%,/balaiada?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Prof. André Azevedo da Fonseca,12%,/azevedodafonseca?ref=ctrse_explore,R$ 60,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Mude um futuro,5%,/mudeumfuturo?ref=ctrse_explore,R$ 55,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Jornal brasileiro com foco na Catalunha,5%,/aqui_catalunha_jornal_brasileiro?ref=ctrse_explore,R$ 51,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Som na Rural TV,1%,/somnaruraltv?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Festival Esquetes,1%,/festival_de_esquetes_do_espirito_santo_edicao_nacional_c1ac?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />63 dias</div>
Mulheres Historicas,3%,/mulhereshistoricas?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Coberta do Casarão da Tamarineira,0%,/coberta_tamarineira_d58f?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />13 dias</div>
Car Up - Inspiração/KM,2%,/car-up-km?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Plataforma Libreflix ,10%,/libreflix?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Eu e a Osseointegração. Bora comigo?!,0%,/eu_e_a_osseointegracao_agora_vai_dar_certo_bora_comigo_34aa?ref=ctrse_explore,R$ 50,Restantes
Amor Maior - Gravação Voz e Violão,6%,/amor_maior_gravacao_voz_e_violao_858a?ref=ctrse_explore,R$ 50,Restantes
Apadrinhe um coração,2%,/apadrinhe_um_coracao_46b7?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Colaboradores DRAP ,1%,/drap?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Intégra de Páscoa (GRATITUDE SOCIAL),1%,/integra_pascoa?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />190 dias</div>
MigraMundo,1%,/migramundo_1812?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Kupper Sports,0%,/kuppersports?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
DO INTERIOR,6%,/do_interior?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />53 dias</div>
Contos de Jardas,0%,/contosdejardas2020?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />69 dias</div>
Arte do Balduino,25%,/balduino?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Filme - A Hora Que Me Esvaí,0%,/filme_a_hora_que_me_esvai?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />4 dias</div>
Clube do Alimente o Cérebro,6%,/AlimenteOCerebro?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Clube do Alimente o Cérebro,6%,/AlimenteOCerebro?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
No Sertão Azul: Caderno II,0%,/no_sertao_azul_caderno_ii_b4f0?ref=ctrse_explore,R$ 50,Restantes
Papoulas douradas,5%,/papoulasdouradas?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Arte do Balduino,25%,/balduino?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Resistência por Juliana Chaves,3%,/resistencia_por_juliana_chaves_63ba?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />279 dias</div>
colocafé,0%,/colocafe?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Valu animation CLUB,10%,/valu?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Lançamento do livro "Justiça e Graça",0%,/matheusmessias?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />42 dias</div>
2@ Edição do Livro MROSC,0%,/2_edicao_do_livro_mrosc_c9c8?ref=ctrse_explore,R$ 50,Restantes
2@ Edição do Livro MROSC,0%,/2_edicao_do_livro_mrosc_c9c8?ref=ctrse_explore,R$ 50,Restantes
Martte - Cor da Noite ,0%,/marttecordanoite?ref=ctrse_explore,R$ 50,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />323 dias</div>
Metendo o nariz onde somos chamados,10%,/superpalhacos?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Livro Enxertados em Jesus,0%,/enxertados?ref=ctrse_explore,R$ 50,Restantes
Patrocine o Jornal Voz do Piraqueaçu,1%,/sou_patrocinador_do_jornal_voz_do_piraquacu_eff0?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Lar Escola de Bem Com a Vida,1%,/debemcomavida?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Apoie o Vai Curupira! ,3%,/vaicurupira?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Curso Ipê,1%,/cursoipe?ref=ctrse_explore,R$ 50,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Apoiadores Blacker Lotus,15%,/blackerlotusmtg?ref=ctrse_explore,R$ 46,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
RocknJohn Fase 2,12%,/rocknjohn_fase_2_7b9b?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Cecilia Reis - escrita e RPG,22%,/ceciliareism?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Me Ajude a Publicar um Livro Independente!,0%,/me_ajude_a_publicar_um_livro_33c6?ref=ctrse_explore,R$ 45,Restantes
CImplifica Podcast,45%,/cimplificapodcast?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Herbário Das Artes,1%,/herbariodasartes?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Cena do Crime Podcast,15%,/ajudeocenadocrime?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
 Rulez _ Startups	 inovação e negócios,0%,/somosrulez?ref=ctrse_explore,R$ 45,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Círculo Blackmoon ,24%,/circulo_blackmoon?ref=ctrse_explore,R$ 42,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Gravação do Single " A Navegar",1%,/sinlgeanavegar?ref=ctrse_explore,R$ 40,Restantes
Desenrola E Não Me Enrola,8%,/desenrolaperiferias?ref=ctrse_explore,R$ 40,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Livro "Poetize-se! Um paradoxo sem rimas...",0%,/livro_poetize_se_um_paradoxo_sem_rimas_de60?ref=ctrse_explore,R$ 40,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />261 dias</div>
Cozinhando com Amor,1%,/cozinhando_com_amor_3311?ref=ctrse_explore,R$ 40,Restantes
Formato For Fun - Financiamento,8%,/formatoforfun?ref=ctrse_explore,R$ 40,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
SISTEMA 2D: Um projeto Crítico Crítico!,6%,/sistema2d?ref=ctrse_explore,R$ 40,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Primeiro EP Aninha Felipe,0%,/primeiro_ep_aninha_felipe_96a6?ref=ctrse_explore,R$ 40,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />230 dias</div>
Casa para Maria,0%,/casaparadonamaria?ref=ctrse_explore,R$ 40,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />259 dias</div>
Troféu Go Horse,33%,/trofeu_go_horse?ref=ctrse_explore,R$ 40,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />25 dias</div>
Final Nacional do Campeonato de Igrejas,0%,/final_nacional_do_campeonato_de_igrejas_da_lndc_liga_nacional_desportiva_crista_ad70?ref=ctrse_explore,R$ 40,Restantes
Pensar a 2,0%,/pensara2?ref=ctrse_explore,R$ 38,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Pré-venda Artemísia ,72%,/pre_venda_artemisia_310d?ref=ctrse_explore,R$ 36,Restantes
"Ressoar" - A construção da Paz,0%,/ressoar?ref=ctrse_explore,R$ 35,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Cyberpunks #01,0%,/cyberpunks01?ref=ctrse_explore,R$ 35,Restantes
nonacast,87%,/nonacast?ref=ctrse_explore,R$ 35,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Amor e política,0%,/amor_e_politica?ref=ctrse_explore,R$ 35,Restantes
@UauLivro,0%,/uaulivro_d16b?ref=ctrse_explore,R$ 35,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />53 dias</div>
Novo computador do Lennão Show,1%,/lennaoshow?ref=ctrse_explore,R$ 35,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />140 dias</div>
Clube Libras ,4%,/clubelibras?ref=ctrse_explore,R$ 35,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Fábrica de Commander,70%,/fabrica_de_commander_02af?ref=ctrse_explore,R$ 35,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Assine Sertão,0%,/agencia_sertao_assine?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Bora ajudar reformar esta casa e levar esperança,0%,/faz_bem_fazer_o_bem?ref=ctrse_explore,R$ 30,Restantes
JUBA O Mico-Leão-Preto,0%,/juba_mico_leao_preto_d5d1?ref=ctrse_explore,R$ 30,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />68 dias</div>
Congresso Online de Tecnologia da Informação,0%,/congressodeti?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Apoie a Esquerda Valente,0%,/apoie_a_esquerda_valente_b6e5?ref=ctrse_explore,R$ 30,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />87 dias</div>
Projeto duda betiato,3%,/dudabetiato?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
ELAN,0%,/elananimal?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
escutai,6%,/escutai?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Livro Livre,0%,/livrolivre?ref=ctrse_explore,R$ 30,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />264 dias</div>
Upgrade do meu PC,1%,/upgrade_do_meu_pc_5c43?ref=ctrse_explore,R$ 30,Restantes
Terra Negra,3%,/terranegra?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
IGARA ROCK,4%,/igara_rock?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Construção - Dona Maria (PARTE 2),0%,/gratitude_donamariaparte2?ref=ctrse_explore,R$ 30,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />335 dias</div>
ATB Invisível,15%,/cafe_atbinvisivel?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Mirage no FIQ 2020,4%,/mirage?ref=ctrse_explore,R$ 30,Restantes
ROMs em Português,60%,/romsportugues?ref=ctrse_explore,R$ 30,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
TREME - A indústria do Tecnobrega no Pará,0%,/treme_a_industria_do_tecnobrega_no_para_bd8?ref=ctrse_explore,R$ 30,<div class="fontsize-smallest lineheight-tight">Iniciado há<br />270 dias</div>
Reifel Tracker,46%,/reifeltracker?ref=ctrse_explore,R$ 29,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
O Primeiro,68%,/oprimeiro?ref=ctrse_explore,R$ 28,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
Encho Indie Studio,26%,/enchoindiestudio?ref=ctrse_explore,R$ 26,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
PORTAL DO ATEÍSMO,1%,/ateismo?ref=ctrse_explore,R$ 25,<img src="https://s3.amazonaws.com/cdn.catarse/assets/assinatura-label.png" class="product-label" />
