title,percentage,project_url,cash,time
Calendar 2,110%,/calendar_2_995a?ref=ctrse_explore,R$ 9.905,16/04/2018
Im.pessoais,123%,/impessoais?ref=ctrse_explore,R$ 9.900,30/08/2016
Vamos formar a juventude que transforma o Brasil!,15%,/NaPratica?ref=ctrse_explore,R$ 9.890,21/05/2016
Fortaleça o Canal DePretas,112%,/depretas?ref=ctrse_explore,R$ 9.885,18/08/2016
"Até aqui" - Tamiris Duarte (primeiro CD),183%,/tamirisduarte?ref=ctrse_explore,R$ 9.881,24/04/2017
2º DVD ao VIVO PROMUVI - Teatro Coliseu 2018,120%,/dvdaovivopromuvi_teatrocoliseu?ref=ctrse_explore,R$ 9.881,12/01/2019
Grakorius - Um conto sobre Orcs!,113%,/grakorius?ref=ctrse_explore,R$ 9.880,22/04/2016
Ariella: Um novo jeito de ser princesa,101%,/Ariella?ref=ctrse_explore,R$ 9.875,23/10/2015
Os Últimos Dias do Xerife,123%,/xerife?ref=ctrse_explore,R$ 9.870,01/11/2018
Feed It! no iPad,110%,/feed-it-no-ipad?ref=ctrse_explore,R$ 9.865,12/11/2011
Aquarias - Artbook,108%,/aquarias?ref=ctrse_explore,R$ 9.860,15/11/2018
Calendar,109%,/calendar?ref=ctrse_explore,R$ 9.850,08/04/2017
CHOPSTICK: Violência e Corrupção em Chinatown,123%,/chopstick?ref=ctrse_explore,R$ 9.850,09/05/2016
gravação do álbum Paulicéia - Lucas Bohn Quinteto ,109%,/pauliceia?ref=ctrse_explore,R$ 9.844,20/04/2019
Ser Tão Velho Cerrado - fase 2,11%,/maiscerrado?ref=ctrse_explore,R$ 9.835,04/08/2018
Transite @s Brasileir@s e suas Bicicletas,114%,/tr2?ref=ctrse_explore,R$ 9.835,23/12/2014
Lareirau vai a Liverpool,34%,/lareirauvaialiverpool?ref=ctrse_explore,R$ 9.826,29/07/2018
Objetos InAnimados - Só as melhores,119%,/objetosinanimados?ref=ctrse_explore,R$ 9.815,24/11/2013
Um Começo,163%,/umcomeco?ref=ctrse_explore,R$ 9.809,06/10/2017
O Santo Dialético - Reestreia,33%,/osantodialetico?ref=ctrse_explore,R$ 9.790,15/03/2019
Álbum "Só" - Giovanni Erthal,61%,/album_so_giovanni_erthal_ad8c?ref=ctrse_explore,R$ 9.785,15/05/2019
Uma Viola Rio Abaixo,115%,/umaviolarioabaixo?ref=ctrse_explore,R$ 9.781,31/12/2013
Aqui é o Lugar,32%,/aqui_e_o_lugar_?ref=ctrse_explore,R$ 9.780,01/10/2017
VALSAS MORENAS LíviaMilenaMárcioValverdeNélioRosa,48%,/valsasmorenas?ref=ctrse_explore,R$ 9.775,29/04/2018
Tormenta - 2º álbum de Helena Sofia,103%,/tormenta?ref=ctrse_explore,R$ 9.775,04/08/2016
O HOMEM NO ESPELHO,16%,/ohomemnoespelho?ref=ctrse_explore,R$ 9.770,21/09/2017
Entardecer dos Mortos,130%,/entardecer?ref=ctrse_explore,R$ 9.756,05/11/2015
Curso Popular de Formação de Defensor@s Públic@s,102%,/curso_popular_de_formacao_de_defensoras_e_defensores_publicos_f047?ref=ctrse_explore,R$ 9.755,24/07/2016
II Fórum Sergipano da Bicicleta,108%,/2fsbici?ref=ctrse_explore,R$ 9.733,21/09/2014
Rosa Tattooada - Clipe Tardes de Outono,102%,/clipetardesdeoutono?ref=ctrse_explore,R$ 9.730,30/08/2014
Mamulengo vai brincar | Circulação e Intercâmbio,101%,/mamulengo_vai_brincar_circulacao_e_intercambio?ref=ctrse_explore,R$ 9.730,21/01/2017
A Volta de Dampyr ao Brasil!!!,27%,/dampyr?ref=ctrse_explore,R$ 9.727,10/01/2018
Eu Vilão?,128%,/euvilao?ref=ctrse_explore,R$ 9.725,07/05/2019
Uma cadeira para a Rô!,104%,/umacadeiraparaaro?ref=ctrse_explore,R$ 9.725,13/01/2018
Democracia online: Rede Cívica,105%,/redecivica?ref=ctrse_explore,R$ 9.723,19/12/2016
Era Uma Vez - Um Feliz Para Sempre,121%,/era-uma-vez?ref=ctrse_explore,R$ 9.715,23/09/2016
#CIDADESELVAGEM,127%,/cidadeselvagem?ref=ctrse_explore,R$ 9.702,19/06/2014
Adeus	 Palhaços Mortos em Taiwan!,14%,/adeuspalhacosmortosemtaiwan?ref=ctrse_explore,R$ 9.690,13/06/2017
3 em 1 – Os desafios do Triathlon,124%,/triathlon_8e9b?ref=ctrse_explore,R$ 9.680,03/11/2016
Hell NO! parte 4 (parte final),138%,/hellno4?ref=ctrse_explore,R$ 9.676,25/05/2019
Meierhold,32%,/meierhold?ref=ctrse_explore,R$ 9.670,11/06/2018
Yuri na Universidade de Lisboa,57%,/yurinauniversidadedelisboa?ref=ctrse_explore,R$ 9.660,08/06/2017
...E peça que nos perdoe.,120%,/731-731-e-peca-que-nos-perdoe?ref=ctrse_explore,R$ 9.653,20/07/2012
#SantuarioCaieiras,4%,/santuariocaieiras?ref=ctrse_explore,R$ 9.650,22/04/2017
Luísa Moreira - EP: Todos os sonhos estão no vento,120%,/todosossonhosestaonovento?ref=ctrse_explore,R$ 9.645,27/10/2017
Filmes B - Ensaios	 perfis e críticas,101%,/FilmesB?ref=ctrse_explore,R$ 9.644,11/11/2018
Jogos na hora da sesta,104%,/jogos-na-hora-da-sesta?ref=ctrse_explore,R$ 9.635,21/06/2012
SOM PARA O CARNAVAL 2016 DOS DINOSSAUROS NACIONAIS,111%,/dinos?ref=ctrse_explore,R$ 9.630,23/01/2016
Chuva Ácida,22%,/chuva?ref=ctrse_explore,R$ 9.626,21/01/2017
Acaba não	 Mundo!,101%,/181-acaba-nao-mundo?ref=ctrse_explore,R$ 9.624,25/07/2011
JOGO DAS SUTILEZAS,22%,/jogosutilezas?ref=ctrse_explore,R$ 9.615,04/08/2019
O Animal que Ronda,51%,/oanimalqueronda?ref=ctrse_explore,R$ 9.613,13/11/2017
Prêmio Objeto Brasileiro 2016,14%,/premioobjetobrasileiro?ref=ctrse_explore,R$ 9.610,25/11/2016
VídeoClipe Reis dos Reis,106%,/clipereidosreis?ref=ctrse_explore,R$ 9.600,14/11/2018
Skip Jack - disco de estreia (20 anos depois),56%,/skipjack?ref=ctrse_explore,R$ 9.596,23/07/2018
O Peso da Água,119%,/OPesoDaAgua?ref=ctrse_explore,R$ 9.595,28/05/2016
Teto Verde - Beleza Consciente,29%,/tetoverdebeleza?ref=ctrse_explore,R$ 9.591,25/09/2016
MALUNGO lança VINIL+CD+Zine+Clipe!!!,29%,/malungo?ref=ctrse_explore,R$ 9.585,18/12/2016
🐺 LOBO MAU 🐺 ,100%,/lobo_mau_1b9e?ref=ctrse_explore,R$ 9.580,20/05/2017
Meu pai cria pinguins,59%,/meu_pai_cria_pinguins_6e92?ref=ctrse_explore,R$ 9.580,18/12/2017
Perpetuum Mobile,478%,/pmobile?ref=ctrse_explore,R$ 9.574,16/09/2013
AFETOS PRIMEIRO CD DE RICARDO LEDOUX,106%,/ricardoledoux?ref=ctrse_explore,R$ 9.555,02/06/2019
Apoia a banda Kalunga na finalização de seu álbum,119%,/kalunga?ref=ctrse_explore,R$ 9.550,01/04/2016
Flyp - Volume 1,212%,/flypvolume1?ref=ctrse_explore,R$ 9.550,22/07/2018
Cinco Vermelhos,95%,/cincovermelhos?ref=ctrse_explore,R$ 9.546,20/10/2018
Ei	 boy! Bote esse!,38%,/dusouto?ref=ctrse_explore,R$ 9.540,16/06/2017
Festa Junina no Minhocão ,119%,/festa-junina-no-minhocao?ref=ctrse_explore,R$ 9.540,21/06/2012
Design Magazine Brasil #16 - Versão Impressa,105%,/dmbrimpressa?ref=ctrse_explore,R$ 9.531,01/07/2016
Overthrash Until Death,105%,/overthrash?ref=ctrse_explore,R$ 9.530,14/02/2015
Finalização do 1º CD do grupo Espinho de Limoeiro,106%,/espinhodelimoeiro?ref=ctrse_explore,R$ 9.530,22/12/2014
Banca Curva,27%,/bancacurva?ref=ctrse_explore,R$ 9.525,31/03/2018
CACHORRO - O Filme,35%,/cachorrofilme?ref=ctrse_explore,R$ 9.518,11/01/2018
A notícia por quem vive: recontando a história da CDD,105%,/anoticiaporquemvive?ref=ctrse_explore,R$ 9.515,16/08/2013
Exposição de Colagem Contemporânea - Sofia Lemos,126%,/sofialemos?ref=ctrse_explore,R$ 9.510,20/07/2017
Menina dos Olhos ,137%,/meninadosolhos?ref=ctrse_explore,R$ 9.505,04/09/2013
despedaços,104%,/despedacos?ref=ctrse_explore,R$ 9.500,02/12/2015
despedaços,104%,/despedacos?ref=ctrse_explore,R$ 9.500,02/12/2015
Clube do Papel,118%,/clubedopapel?ref=ctrse_explore,R$ 9.499,28/03/2019
Exposição "Um Cartaz para São Paulo",135%,/umcartazparasaopaulo?ref=ctrse_explore,R$ 9.490,12/01/2016
Antes da Primavera	 metade de mim,112%,/antesdaprimavera?ref=ctrse_explore,R$ 9.490,15/08/2015
Garatéa Educacional - Zenith Aerospace,94%,/GarateaE?ref=ctrse_explore,R$ 9.472,19/06/2018
Sangue & Glória,270%,/sangue_gloria?ref=ctrse_explore,R$ 9.470,26/05/2019
SUPERNADA,141%,/supernada?ref=ctrse_explore,R$ 9.466,05/07/2015
Nova Sede para o Seringal e Casa para o Sebastião,21%,/nova_sede_para_o_seringal?ref=ctrse_explore,R$ 9.465,06/01/2018
SPW Brasil na Conferência de Toronto 2016,71%,/SPW_toronto_2016?ref=ctrse_explore,R$ 9.450,04/07/2016
Disritmia | Sunset @ 2013/2014,104%,/disritmia?ref=ctrse_explore,R$ 9.446,10/11/2013
Ciranda da Solidão - EntreQuadros,111%,/ciranda?ref=ctrse_explore,R$ 9.442,08/08/2013
Fantasia,113%,/fantasia?ref=ctrse_explore,R$ 9.440,07/11/2018
Sombrinhaz,112%,/sombrinhaz?ref=ctrse_explore,R$ 9.439,11/09/2017
W Mota - Caminho para o norte,117%,/wmota?ref=ctrse_explore,R$ 9.425,30/08/2015
Workshop GrowKnow.How - Educação sobre Cannabis,15%,/Cannabis_GrowKnowHow?ref=ctrse_explore,R$ 9.420,06/11/2017
O Senhor dos Porcos,45%,/o_senhor_dos_porcos_b2d5?ref=ctrse_explore,R$ 9.420,15/08/2016
Suu Hideto Store 12th anniversary,117%,/suu_hideto_store_12th_anniversary?ref=ctrse_explore,R$ 9.420,01/05/2019
4 ESTAÇÕES ou ENCONTROS E DESENCONTROS,110%,/4estacoes?ref=ctrse_explore,R$ 9.400,12/05/2013
4 ESTAÇÕES ou ENCONTROS E DESENCONTROS,110%,/4estacoes?ref=ctrse_explore,R$ 9.400,12/05/2013
Publicação do Livro de Escritos da D. Edmea,102%,/livroedmea?ref=ctrse_explore,R$ 9.400,18/06/2019
Meteor Falls,104%,/meteorfalls?ref=ctrse_explore,R$ 9.392,14/10/2017
Kauira Dorme - HQ,234%,/KauiraDorme?ref=ctrse_explore,R$ 9.387,22/02/2019
RPG Caracterização,134%,/rpgcaracterizacao?ref=ctrse_explore,R$ 9.385,05/11/2015
BRINDA - Brasil and India in Art,117%,/915-brinda-brasil-and-india-in-art?ref=ctrse_explore,R$ 9.375,12/09/2012
RJ - Construção 1904 - Leticia Nasser,117%,/TETORJ_CC1904_LETICIA_NASSER?ref=ctrse_explore,R$ 9.370,18/02/2019
Girls For It!,6%,/GirlsForIt?ref=ctrse_explore,R$ 9.368,27/03/2018
Calaboca e Escuta,46%,/calaboca?ref=ctrse_explore,R$ 9.360,26/11/2017
SP - Construção 1907 - Lais Simões,116%,/sp_construcao_1907_lais_simoes_ee01?ref=ctrse_explore,R$ 9.350,14/06/2019
O Gabriel quer levantar 21 casas na BA. Apoie! ,46%,/embaixadorguerreiro?ref=ctrse_explore,R$ 9.349,09/05/2019
Curso: "A produção capitalista da cidade",138%,/curso_a_producao_capitalista_da_cidade?ref=ctrse_explore,R$ 9.335,06/08/2018
Estrela de David no Cruzeiro do Sul,93%,/estreladedavid?ref=ctrse_explore,R$ 9.332,31/07/2016
Tarraveta!,109%,/tarraveta?ref=ctrse_explore,R$ 9.330,05/06/2019
Estreia do espetáculo "Falecida na pátria de chuteiras",194%,/falecidanapatriadechuteiras?ref=ctrse_explore,R$ 9.330,07/03/2015
Coletânea de tiras com o personagem Hans Grotz publicadas originalmente no Jornal Super Notícias de 2012 a 2015.,109%,/hansgrotz?ref=ctrse_explore,R$ 9.325,20/09/2015
Vocação Sem Máscaras,102%,/vocacaosemmascaras?ref=ctrse_explore,R$ 9.306,13/05/2018
Ubuntu AfriKa,62%,/ubuntuafrika?ref=ctrse_explore,R$ 9.305,07/07/2018
VERMELHO | paloma mecozzi,124%,/palomamecozzi?ref=ctrse_explore,R$ 9.300,02/09/2015
Capoeira VEM,106%,/capoeiravem?ref=ctrse_explore,R$ 9.300,20/04/2015
665: A vizinha da besta,185%,/665?ref=ctrse_explore,R$ 9.295,06/10/2016
SobreVidas	 des-cobrindo vidas de pessoas normais,102%,/sobre-vidas?ref=ctrse_explore,R$ 9.295,17/10/2013
Pablo Castro - Finalização do CD,123%,/pablocastro?ref=ctrse_explore,R$ 9.272,07/03/2013
Romaria,115%,/romaria?ref=ctrse_explore,R$ 9.270,28/04/2018
O Maníaco do Facebook,117%,/omaniaco?ref=ctrse_explore,R$ 9.265,08/09/2015
Revista GOTHIC STATION,157%,/gothic_station?ref=ctrse_explore,R$ 9.265,11/03/2017
Livin Garden - USA Tour 2014,115%,/livingarden?ref=ctrse_explore,R$ 9.256,07/02/2014
Hurulla,115%,/hurulla?ref=ctrse_explore,R$ 9.256,11/03/2014
INSTITUTO VOX CONVIDA | Conferências e Teatro,46%,/vox?ref=ctrse_explore,R$ 9.250,23/11/2015
O Mundo de Oz,102%,/omundodeozhq?ref=ctrse_explore,R$ 9.242,20/05/2017
"O Monstro",108%,/o_monstro?ref=ctrse_explore,R$ 9.236,08/07/2016
Isto Não É Uma Guerra,108%,/istonaoeumaguerra?ref=ctrse_explore,R$ 9.235,03/01/2014
"O Beijo no Asfalto"	 de Nelson Rodrigues,114%,/beijonoasfalto?ref=ctrse_explore,R$ 9.230,06/06/2015
Anjo de Chocolate,115%,/anjodechocolate?ref=ctrse_explore,R$ 9.225,06/04/2013
Guia Básico de Street Fighter (e-book),460%,/guiadeluta?ref=ctrse_explore,R$ 9.217,09/01/2019
Expedição Liberdade,9215%,/expedicao?ref=ctrse_explore,R$ 9.215,19/10/2013
Expedição Liberdade,9215%,/expedicao?ref=ctrse_explore,R$ 9.215,19/10/2013
Monoclub em Vinil Compacto ,120%,/monoclub?ref=ctrse_explore,R$ 9.205,23/03/2018
MARCELO MUNIZ - FOGO DO REBOJO,17%,/marcelo_muniz?ref=ctrse_explore,R$ 9.200,30/04/2018
Projeto Magoma - Tanzânia,100%,/projeto-magoma-tanzania?ref=ctrse_explore,R$ 9.200,30/09/2011
Levando as crianças da favela para passear,102%,/levando_as_criancas_da_favela_para_passear_8ade?ref=ctrse_explore,R$ 9.200,29/05/2018
Narcisos,108%,/narcisos?ref=ctrse_explore,R$ 9.200,05/07/2017
Exposição Fotográfica SOU DA MINHA INFÂNCIA,92%,/soudaminhainfancia?ref=ctrse_explore,R$ 9.200,13/01/2017
A Blank Sheet Of Paper,120%,/hugomariutti?ref=ctrse_explore,R$ 9.195,15/04/2014
Jam Sessions do Floripa Instrumental 2012,102%,/floripainstrumental?ref=ctrse_explore,R$ 9.195,17/11/2012
AGRESTE,131%,/curta_agreste?ref=ctrse_explore,R$ 9.194,20/05/2018
Darwin e as Montanhas,327%,/darwin2?ref=ctrse_explore,R$ 9.176,16/02/2017
Os Mascarados no EIET - Lima (PERU)               ,100%,/os_mascarados_no_encuentro_internacional_escuelas_de_teatro_gats_lima_peru_a8c3?ref=ctrse_explore,R$ 9.170,14/08/2016
FJM Dadá 2015 Livre de Transgênicos,108%,/fjm2015?ref=ctrse_explore,R$ 9.170,28/06/2015
Marina Machado "Quieto um pouco",114%,/marinamachado?ref=ctrse_explore,R$ 9.165,12/07/2013
Ciclanos e Ciclanas,183%,/ciclanoseciclanas?ref=ctrse_explore,R$ 9.160,15/05/2015
2x10!,183%,/2x10?ref=ctrse_explore,R$ 9.160,03/10/2014
Projeto Granola,57%,/granola?ref=ctrse_explore,R$ 9.159,07/09/2016
Ars Magica Late Pledge,45%,/ars_magica_late?ref=ctrse_explore,R$ 9.155,06/08/2018
Python Sudeste | 2016,65%,/pythonsudeste?ref=ctrse_explore,R$ 9.150,17/08/2016
Músicas de amor e outras sacanagens,102%,/musicasdeamor?ref=ctrse_explore,R$ 9.150,31/10/2014
A escuridão que me clareia,35%,/carolw?ref=ctrse_explore,R$ 9.140,14/10/2016
Yala e a Teia da Existência,107%,/yala?ref=ctrse_explore,R$ 9.137,08/10/2018
Ìgbà	 peça de dança contemporânea,101%,/pecaigba?ref=ctrse_explore,R$ 9.135,02/05/2015
Tony Moon em: está tudo fora de controle	 cara!,117%,/tonymoon?ref=ctrse_explore,R$ 9.128,08/01/2015
Vídeo-Clipe de "Caos Honesto"	 do Engradado,130%,/caoshonesto?ref=ctrse_explore,R$ 9.125,14/11/2014
Delas,106%,/delas?ref=ctrse_explore,R$ 9.122,08/11/2013
Minha cidade pode não ser a sua,104%,/nucleourbanos?ref=ctrse_explore,R$ 9.119,01/08/2015
Fábula Musical 4 Moinhos,76%,/4moinhos?ref=ctrse_explore,R$ 9.098,02/06/2018
Peça "Fuzuê no Sertão Encantado" no VIII Festival Comunitário Muñecomas (Lima - Peru).,107%,/fuzueencantado?ref=ctrse_explore,R$ 9.095,12/09/2014
Como A Poeira - Clipe da Banda Matamoros,101%,/clipecomoapoeira?ref=ctrse_explore,R$ 9.090,02/07/2015
Never Die Club,129%,/ndc?ref=ctrse_explore,R$ 9.086,31/10/2017
Projeto Alma,151%,/alma?ref=ctrse_explore,R$ 9.083,12/03/2016
Jornada Farmácia USP - projeto voluntário ,151%,/jornadafarmaciausp?ref=ctrse_explore,R$ 9.070,06/12/2016
PROJETO VIVER - Festa Dia das Crianças,113%,/diadascriancas2014?ref=ctrse_explore,R$ 9.068,11/10/2014
Curta-Metragem O Veredicto,103%,/overedicto?ref=ctrse_explore,R$ 9.065,20/04/2015
Escola da Floresta,35%,/escola_da_floresta?ref=ctrse_explore,R$ 9.065,09/05/2019
NATAL SEM FRONTEIRAS,100%,/natalsemfronteiras?ref=ctrse_explore,R$ 9.061,30/11/2014
Patrocine Guerreiros!,11%,/Patrocine_Guerreiros?ref=ctrse_explore,R$ 9.060,17/04/2019
Ressuscitando o Darth Vader,131%,/ressuscitando_darth_vader_22d5?ref=ctrse_explore,R$ 9.055,25/01/2018
PR - Construção 1904 - Dayara,113%,/pr_construcao_1904_dayara_c5ac?ref=ctrse_explore,R$ 9.052,11/03/2019
Gravação do segundo álbum da KAPITU,113%,/kapituoficial?ref=ctrse_explore,R$ 9.050,16/01/2015
Luas de Há Muito Sóis | Temporada de Estreia @RJ,60%,/luasdehamuitosois?ref=ctrse_explore,R$ 9.050,04/10/2016
As Flores Falam,106%,/asfloresfalam?ref=ctrse_explore,R$ 9.045,17/05/2018
Tudo sobre minha avó,151%,/garimpo?ref=ctrse_explore,R$ 9.035,24/04/2014
Boy,112%,/boy?ref=ctrse_explore,R$ 9.025,30/11/2015
Lehakat Eretz em Israel 2017,15%,/lehakat_eretz_em_karmiel_2017_e8bd?ref=ctrse_explore,R$ 9.017,20/05/2017
Caio do Céu,27%,/caiodoceu?ref=ctrse_explore,R$ 9.010,04/01/2017
Guia Mulheres na Cidade,10%,/mulheresnacidade?ref=ctrse_explore,R$ 9.008,30/06/2019
VERMo,104%,/vermohq?ref=ctrse_explore,R$ 9.008,28/09/2014
Pisco de Luz - Vão do Moleque,12%,/piscodeluz_vaodomoleque?ref=ctrse_explore,R$ 9.000,18/11/2018
Grito da Terra Festival Colaborativo ,29%,/grito_da_terra_festival_colaborativo_813b?ref=ctrse_explore,R$ 8.996,02/08/2019
'Note to Say' - Curta-metragem,107%,/notetosay?ref=ctrse_explore,R$ 8.990,26/07/2017
SUBLIMAR - PRIMEIRO ÁLBUM DA LAVOLTA,112%,/lavolta?ref=ctrse_explore,R$ 8.985,18/03/2016
Cintia e Victor querem levantar 35 casas em RJ!,44%,/cintiaevictor?ref=ctrse_explore,R$ 8.973,09/05/2019
ATR 10 ANOS,44%,/atr10anos?ref=ctrse_explore,R$ 8.970,06/07/2018
Livro das Crônicas do Beto ,104%,/cronicasdobeto?ref=ctrse_explore,R$ 8.960,02/08/2013
Koxixos Beer: Hora de Recomeçar,29%,/koxixos_beer_hora_de_recomecar_5ceb?ref=ctrse_explore,R$ 8.960,15/11/2017
Segundo CD da Trupe Chá de Boldo,112%,/372-segundo-cd-da-trupe-cha-de-boldo?ref=ctrse_explore,R$ 8.960,24/10/2011
Happy Slap!,100%,/860-happy-slap?ref=ctrse_explore,R$ 8.960,31/08/2012
Eruvë,127%,/eruve?ref=ctrse_explore,R$ 8.950,16/10/2015
livro gordinhas,35%,/livro_gordinhas_ebe6?ref=ctrse_explore,R$ 8.945,25/11/2017
RJ - Construção 1904 - Patricia Oliveira,111%,/TETORJ_CC1904_PATRICIA_MENEZES?ref=ctrse_explore,R$ 8.942,18/02/2019
Liberdade HQ,111%,/liberdadehq?ref=ctrse_explore,R$ 8.940,07/10/2015
RJ - Construção 1904 - Ana Carolina Cruz,111%,/TETORJ_CC1904_ANA_CAROLINA_CRUZ?ref=ctrse_explore,R$ 8.938,18/02/2019
Desafio Casa de Oração Liberdade Rio,3%,/desafio_casa_de_oracao_liberdade_rio_358a?ref=ctrse_explore,R$ 8.935,19/12/2016
Circo Dança em Madri,34%,/circodanca?ref=ctrse_explore,R$ 8.925,15/04/2017
Sementeira na Serra - Plante Essa Ideia ,74%,/serradoscavalos?ref=ctrse_explore,R$ 8.925,17/02/2017
China na minha vida - O que aprendi com o dragão,32%,/china_na_minha_vida_o_que_aprendi_com_o_dragao_401a?ref=ctrse_explore,R$ 8.925,07/04/2017
Guia de Políticas Públicas,103%,/guiapp?ref=ctrse_explore,R$ 8.920,12/10/2018
Numa festa que imagino - 1º disco de Maví,108%,/numa-festa-que-imagino-1-disco-de-mavi?ref=ctrse_explore,R$ 8.920,12/05/2012
Barro Homem Barra Mulher ,106%,/bhbm?ref=ctrse_explore,R$ 8.915,16/04/2017
Jennifer na Gira Européia,11%,/jennifer?ref=ctrse_explore,R$ 8.913,01/10/2017
Ohm The Road,101%,/ohmtheroad?ref=ctrse_explore,R$ 8.909,27/12/2012
Máquinas Não Choram,127%,/mnc?ref=ctrse_explore,R$ 8.907,05/12/2018
Uma Kombi para as Mulheres da AMA,111%,/kombidaama?ref=ctrse_explore,R$ 8.904,22/04/2013
Anfíbios Costeiros do Sul do Brasil e Uruguai,89%,/anfibios?ref=ctrse_explore,R$ 8.900,20/07/2017
Seminário de Judô com Sensei Umakakeba,141%,/Seminario_Sensei_Umakakeba?ref=ctrse_explore,R$ 8.900,04/04/2017
Projeto Vizinhança,111%,/projetovizinhanca?ref=ctrse_explore,R$ 8.895,07/05/2014
Piece of Me - Curta-metragem,19%,/piece_of_me_curta_metragem_58a3?ref=ctrse_explore,R$ 8.890,20/04/2019
Revista Ocas’’ 80: uma edição catártica,118%,/316-revista-ocas-80-uma-edicao-catartica?ref=ctrse_explore,R$ 8.880,20/11/2011
Damas Cortejam Bloco Feminista,116%,/damas_cortejam_bloco_feminista_ba57?ref=ctrse_explore,R$ 8.865,20/12/2016
Movediço	 o segundo álbum do Meneio,57%,/movedico?ref=ctrse_explore,R$ 8.860,27/03/2019
Quando ia me esquecendo de você,35%,/quando_ia_me_esquecendo_de_voce?ref=ctrse_explore,R$ 8.859,02/06/2017
Feminismo no mundo ,117%,/feminismo-no-mundo?ref=ctrse_explore,R$ 8.846,21/10/2011
Selva de Perdas: A Lágrima do Astronauta,25%,/selvadeperdas_alagrimadoastronauta?ref=ctrse_explore,R$ 8.845,10/07/2019
Financiamento Coletivo Museu de Rua,80%,/financiamento_coletivo_museu_de_rua_2948?ref=ctrse_explore,R$ 8.843,18/04/2018
Femicídio no Brasil: a cultura de matar mulheres,126%,/femicidionobrasil?ref=ctrse_explore,R$ 8.840,02/07/2015
Digo Cardkamp | Amores & Mares | CD + Show de Lançamento,117%,/amoresemares?ref=ctrse_explore,R$ 8.836,09/01/2015
Livro Juno e os Mistérios do Céu,73%,/livro_juno_e_os_misterios_do_ceu_62a3?ref=ctrse_explore,R$ 8.836,14/10/2017
Histórias que vós me nordestes,113%,/vosmenordestes?ref=ctrse_explore,R$ 8.830,23/01/2016
A Bordo,110%,/abordo?ref=ctrse_explore,R$ 8.830,05/07/2014
O pulmão	 o sangue e os glóbulos verde-amarelos,37%,/amazonia_o_pulmao_o_sangue_e_os_globulos_verde_amarelos?ref=ctrse_explore,R$ 8.830,16/08/2018
Histórias que vós me nordestes,113%,/vosmenordestes?ref=ctrse_explore,R$ 8.830,23/01/2016
Façanhas em Prosa e Verso,110%,/facanhasmiguel?ref=ctrse_explore,R$ 8.830,01/08/2013
RJ - Construção 1904 - João Ricardo,110%,/TETORJ_CC1904_JOAO_RICARDO?ref=ctrse_explore,R$ 8.825,18/02/2019
Encontro dos rios,35%,/cdencontrodosrios?ref=ctrse_explore,R$ 8.824,08/03/2018
Memórias	 Crônicas e Declarações de Amor,101%,/memoriascronicas?ref=ctrse_explore,R$ 8.820,19/06/2015
Común Tierra no sul da América ,103%,/comun-tierra-no-sul-da-america?ref=ctrse_explore,R$ 8.810,26/11/2011
Curta em Conjunto - Projetos de Cinema 2012,109%,/projetosdecinema?ref=ctrse_explore,R$ 8.790,09/12/2012
Costa a Costa em 10 dias,103%,/raamdoc?ref=ctrse_explore,R$ 8.788,10/07/2015
FARRA DE TEATRO 2017,61%,/farra2017?ref=ctrse_explore,R$ 8.787,10/10/2017
Histórias em Quadrinhos na Educação,117%,/eduquadrinhos?ref=ctrse_explore,R$ 8.786,30/03/2017
Dandara,117%,/dandara?ref=ctrse_explore,R$ 8.780,16/10/2018
Mais Uma Noite,146%,/maisumanoite?ref=ctrse_explore,R$ 8.780,15/09/2013
Novo Disco Jonnata Doll e os Garotos Solventes,29%,/jonnatadoll?ref=ctrse_explore,R$ 8.765,12/05/2019
 Dia das crianças é todo dia!,109%,/ser?ref=ctrse_explore,R$ 8.760,11/05/2014
Chama-me,100%,/chama-me?ref=ctrse_explore,R$ 8.752,07/06/2011
Catálogo da exposição da Zoravia Bettiol,17%,/zoraviabettiol?ref=ctrse_explore,R$ 8.750,20/10/2016
Tirinhas do Zodíaco (2ª Edição),174%,/833-tirinhas-do-zodiaco-2-edicao?ref=ctrse_explore,R$ 8.745,11/09/2012
Festival Latinidades - 10 anos!,17%,/festival_latinidades_10_anos_0a0f?ref=ctrse_explore,R$ 8.745,02/07/2017
Simples,51%,/livrosimples?ref=ctrse_explore,R$ 8.745,21/12/2018
Animal de Estimação Não é Brinquedo Não,109%,/respeito_aos_animais_2?ref=ctrse_explore,R$ 8.742,09/11/2014
Grupo Nymphas 40 anos,17%,/nymphas40anos?ref=ctrse_explore,R$ 8.740,30/11/2018
Antologia MÊS 2015,116%,/antologiames?ref=ctrse_explore,R$ 8.735,17/10/2015
Energia Solar para Todo o Brasil,10%,/greenpeaceenergiasolar?ref=ctrse_explore,R$ 8.735,14/07/2016
A MINHA MENTIRA	 O TEU ABANDONO,34%,/mmta?ref=ctrse_explore,R$ 8.735,20/05/2017
Sol Bueno - CD Poeira Dançante,72%,/solbueno?ref=ctrse_explore,R$ 8.730,05/10/2016
Financiamento coletivo do 1º disco de Raul Mariano,109%,/raulmariano?ref=ctrse_explore,R$ 8.730,30/04/2016
Creche Parental Quintal Jataí,34%,/quintal-jatai?ref=ctrse_explore,R$ 8.726,18/08/2019
DCC RPG Late Pledge,8720%,/dccrpg2?ref=ctrse_explore,R$ 8.720,05/06/2017
