title,percentage,project_url,cash,time
Fragmentos III - A Poesia Morreu,26%,/apoesiamorreu?ref=ctrse_explore,R$ 935,15/08/2018
Pandora — Clube de Assinatura,6%,/caixadepandora?ref=ctrse_explore,R$ 932,14/08/2017
CLARA curta-metragem,8%,/CLARAOFILME?ref=ctrse_explore,R$ 930,31/01/2019
MooveApp - mobilidade sustentável,3%,/mooveapp?ref=ctrse_explore,R$ 930,15/12/2014
Sonho no Parque,4%,/sonhonoparque?ref=ctrse_explore,R$ 930,09/09/2016
Livro - O Antissocial,16%,/livrooantissocial?ref=ctrse_explore,R$ 923,28/07/2017
MAPA-MÚNDI	 o 3º livro de Eduardo Caldeira,18%,/mapamundi?ref=ctrse_explore,R$ 910,02/05/2016
Por Aí	 uma exposição fotográfica,30%,/178-por-ai-uma-exposicao-fotografica?ref=ctrse_explore,R$ 910,31/07/2011
Documentário - Refúgio ,11%,/refugiodoc?ref=ctrse_explore,R$ 910,25/08/2017
VI SUA - Semana Universitária do Audiovisual,18%,/vi-sua-semana-universitaria-do-audiovisual?ref=ctrse_explore,R$ 910,10/04/2012
"Bate-papo coletivo": por uma nova prática dentro do transporte público.,50%,/494-494-bate-papo-coletivo-por-uma-nova-pratica-dentro-do-transporte-publico?ref=ctrse_explore,R$ 910,22/02/2012
Lançamento do livro: Os Sete Segredos - Volume 1,7%,/ossetesegredos?ref=ctrse_explore,R$ 910,12/05/2014
A Cartomante RJ,13%,/acartomanterj?ref=ctrse_explore,R$ 905,12/11/2015
Apocrypha,6%,/apocrypha?ref=ctrse_explore,R$ 901,01/11/2013
Um minuto de sua atenção - work in progress,10%,/um-minuto-de-sua-atencao-work-in-progress?ref=ctrse_explore,R$ 900,30/10/2011
Dia de Visita ,12%,/docdiadevisita?ref=ctrse_explore,R$ 900,01/07/2016
Buena Lucha,7%,/buenalucha?ref=ctrse_explore,R$ 896,30/01/2017
Festival Itajubense de Cultura e Arte,22%,/ficaitajuba?ref=ctrse_explore,R$ 895,17/09/2013
Publicação do livro de poemas "Poesia da Terra",16%,/publicacao_do_livro_de_poemas_poesia_da_terra_a3a7?ref=ctrse_explore,R$ 890,17/09/2018
Almanaque dos super-heróis dos quadrinhos,29%,/almanaque-dos-super-herois-dos-quadrinhos?ref=ctrse_explore,R$ 890,23/03/2011
Nikhov - entre o desejo e a fuga.,12%,/nikhov?ref=ctrse_explore,R$ 890,18/04/2015
Apollo ,14%,/Apollo?ref=ctrse_explore,R$ 887,15/03/2017
Curso Turbo Mix - Aquisição Coletiva,40%,/curso_turbo_mix_aquisicao_coletiva_5537?ref=ctrse_explore,R$ 886,07/01/2019
Nelson Tolipan	 Um Momento de jazz,5%,/tolipan?ref=ctrse_explore,R$ 885,18/09/2015
Projeto Papo Astral,15%,/papoastral?ref=ctrse_explore,R$ 885,25/12/2014
AS TURVAS ÁGUAS DE RIO BRANCO,3%,/turvasaguas?ref=ctrse_explore,R$ 885,30/09/2016
ninguém comprou ingresso para o meu enterro,20%,/ingresso_para_o_meu_enterro?ref=ctrse_explore,R$ 885,09/11/2016
Encontro Movimento Caminhos de Paz,4%,/caminhosdepaz?ref=ctrse_explore,R$ 880,03/12/2014
Personas Femininas,8%,/personas_femininas?ref=ctrse_explore,R$ 880,03/09/2017
Favela Brasil II,5%,/favela-brasil-ii?ref=ctrse_explore,R$ 880,29/07/2012
PROJETO SOCIAL - JUDÔ "NAS COMUNIDADES",2%,/projeto_social_judo_nas_comunidades_c564?ref=ctrse_explore,R$ 880,01/05/2017
Caminho de Volta,7%,/caminho_de_volta_7449?ref=ctrse_explore,R$ 880,29/05/2016
Tumuc – U – Mac 	 A Montanha dos Canibais,4%,/tumuc-u-mac-a-montanha-dos-canibais?ref=ctrse_explore,R$ 880,29/06/2011
A República Imperial - O Peso da Luz (Clipe + EP),5%,/opesodaluz?ref=ctrse_explore,R$ 880,01/10/2016
Lorenzo Ben Griëvàpol,17%,/lorenzo_ben_grievapol_4c78?ref=ctrse_explore,R$ 880,24/05/2016
Lagartos e o aquecimento global,12%,/lagartos_aquecimento?ref=ctrse_explore,R$ 878,06/07/2018
Dê água a quem tem sede,8%,/uarley?ref=ctrse_explore,R$ 875,13/12/2014
Espetáculo de dança "Ocupando Meu Lugar",10%,/ocupandomeulugar?ref=ctrse_explore,R$ 875,25/11/2016
RESSACA - Curta-Metragem,18%,/curtametragemressaca?ref=ctrse_explore,R$ 875,28/12/2013
Psorophora Ferox,34%,/mosquito?ref=ctrse_explore,R$ 870,26/06/2015
Educação Ambiental no Patrimônio Natural ,3%,/parquenacionaldasemas?ref=ctrse_explore,R$ 870,05/02/2016
Festa Junina do Assentamento Bela Vista,13%,/belavista?ref=ctrse_explore,R$ 865,03/07/2014
Orlando - Grupo Expressões Humanas,8%,/orlando?ref=ctrse_explore,R$ 865,07/08/2013
Queluz da Razão,8%,/queluz_da_razao_0cc2?ref=ctrse_explore,R$ 860,31/05/2019
EU MAIOR - Ribeirão Preto - 24/04/2014 ,28%,/ribeiraopreto01?ref=ctrse_explore,R$ 860,18/04/2014
Videoclipe do Trio Cimino,14%,/triocimino?ref=ctrse_explore,R$ 860,19/02/2013
Dois Barcos - Curta Metragem,1%,/doisbarcos?ref=ctrse_explore,R$ 860,18/09/2017
Websérie Retratos,5%,/SerieRetratos?ref=ctrse_explore,R$ 860,04/05/2014
casaBerta - cobertura inflável,7%,/casaBerta?ref=ctrse_explore,R$ 860,22/01/2015
ZONA PARAÍSO,4%,/zonaparaiso?ref=ctrse_explore,R$ 860,29/04/2013
CLIF - Curitiba Luz Imagem Fotografia,8%,/clif?ref=ctrse_explore,R$ 860,19/11/2013
Sr Coelho o Construtor,5%,/srcoelho?ref=ctrse_explore,R$ 855,28/09/2017
Designers no carnaval carioca,5%,/Transparencia?ref=ctrse_explore,R$ 855,01/02/2013
VINTAGE COMICS #1,14%,/vintage1?ref=ctrse_explore,R$ 854,23/11/2017
Votolivre - A Democracia Direta Digital e a Lei da Bicicleta,7%,/votolivre?ref=ctrse_explore,R$ 852,16/08/2013
Livro Poemas no Stories,12%,/poemasnostories?ref=ctrse_explore,R$ 850,15/02/2019
Novo Complexo do Alemão.com,3%,/novo-complexo-do-alemao-com?ref=ctrse_explore,R$ 850,01/07/2012
O salto do gato,9%,/o_salto_do_gato?ref=ctrse_explore,R$ 850,02/09/2017
Publicação do Livro Deserto Escaldante,12%,/871-publicacao-do-livro-deserto-escaldante?ref=ctrse_explore,R$ 850,24/09/2012
8º Cortejo do Maracatu Quiloa e Amostra de Arte Popular,5%,/cortejomaracatuquiloa?ref=ctrse_explore,R$ 845,15/01/2013
Dr Angust,18%,/dr-angust?ref=ctrse_explore,R$ 845,30/09/2011
Diego Mendonça - Arte Brasileira em Paris,4%,/diegomendonca?ref=ctrse_explore,R$ 845,12/08/2015
Ao Menos: Escritos Desordenados ,5%,/ao_menos_7917?ref=ctrse_explore,R$ 840,07/07/2019
Trem de Cordas,10%,/cdtremdecordas?ref=ctrse_explore,R$ 840,07/07/2015
A Fantástica Aventura de Ser Mulher,3%,/afantasticaaventuradesermulher?ref=ctrse_explore,R$ 840,04/04/2018
CD Junino Infantil " Tem Bicho no Arraiá " com Fabbio Campello e o Trio Ustrês ,16%,/tembichonoarraia?ref=ctrse_explore,R$ 840,17/05/2015
Canções Submersas,8%,/cancoessubmersas?ref=ctrse_explore,R$ 840,04/12/2018
Circulação de jornais e revistas,6%,/circulacao-de-jornais-e-revistas?ref=ctrse_explore,R$ 840,29/09/2016
Elas são poesia,21%,/elassaopoesia?ref=ctrse_explore,R$ 840,01/03/2017
NMEaniversário,18%,/nmeaniversario?ref=ctrse_explore,R$ 840,02/09/2012
Gravacao do segundo CD da cantora e compositora Barbara Marques,4%,/gravacao-do-segundo-cd-da-cantora-e-compositora-barbara-marques?ref=ctrse_explore,R$ 840,20/03/2012
Os Deuses do Norte - Livro 1,4%,/osdeusesdonorte?ref=ctrse_explore,R$ 840,02/01/2016
SUN RISE MooD - PROJECT,3%,/sunrisemood?ref=ctrse_explore,R$ 835,15/06/2016
Libere seu Muro,3%,/libere-seu-muro?ref=ctrse_explore,R$ 835,15/10/2012
Manifest-Action	 Brazil on the streets exhibition,6%,/ManifestAction?ref=ctrse_explore,R$ 830,20/10/2013
Juntando Sonhos,7%,/projetojuntandosonhos?ref=ctrse_explore,R$ 830,15/06/2015
SOS Educa,6%,/soseduca?ref=ctrse_explore,R$ 830,02/10/2014
SARA E PITOCO,3%,/saraepitoco?ref=ctrse_explore,R$ 827,23/12/2016
Olhos Serrados,14%,/OlhosSerrados?ref=ctrse_explore,R$ 825,30/09/2015
Cabaré Valentin,5%,/cabare-valentin?ref=ctrse_explore,R$ 825,19/07/2011
Livro Inside - Minh'alma em Cores.,6%,/inside?ref=ctrse_explore,R$ 825,05/07/2019
Cinemascope,20%,/cinemascope?ref=ctrse_explore,R$ 820,26/05/2013
Bruninha é Brasil no Mundial de Kung Fu 2014!,8%,/brasilnomundialdekungfu?ref=ctrse_explore,R$ 820,22/03/2014
FESTA DA PRIMAVERA,2%,/FESTAPRIMAVERA?ref=ctrse_explore,R$ 820,07/07/2018
Escambo Acadêmico,9%,/escamboacademico?ref=ctrse_explore,R$ 820,05/03/2013
Seminário Estadual A Juventude Quer Viver ,4%,/SeminarioAJQV?ref=ctrse_explore,R$ 820,05/04/2014
As Filhas do Cacique,2%,/Cacique?ref=ctrse_explore,R$ 813,06/02/2016
3ª Mostra de Teatro do Grupo Galhofas. ,10%,/3mostrateatro?ref=ctrse_explore,R$ 810,22/03/2015
Benito di Patas fica,11%,/benito_patas?ref=ctrse_explore,R$ 810,18/03/2018
Livro História da Moda: uma narrativa. João Braga,2%,/historiadamoda?ref=ctrse_explore,R$ 810,24/01/2015
Camiseta Teste de Constituição,23%,/camiseta_teste_de_constituicao_623f?ref=ctrse_explore,R$ 808,30/12/2016
Guaiamum - Histórias esquecidas,5%,/guaiamum_historias_esquecidas_973a?ref=ctrse_explore,R$ 805,20/06/2018
Capturando seus sonhos,13%,/revistacapturame?ref=ctrse_explore,R$ 805,24/11/2013
Moisés ,3%,/revista_moises?ref=ctrse_explore,R$ 805,19/08/2018
MUSICANDO: Educando com Música,8%,/musicando?ref=ctrse_explore,R$ 800,26/01/2015
Projeto Saber,11%,/projetosaber?ref=ctrse_explore,R$ 800,17/10/2015
BECO 3,5%,/becofestival?ref=ctrse_explore,R$ 800,15/06/2017
Jornalismo Sem Fronteiras,6%,/jornalismo_sem_fronteiras_ecb3?ref=ctrse_explore,R$ 800,14/11/2016
A Última Troca - O Livro,26%,/aultimatroca?ref=ctrse_explore,R$ 800,23/06/2015
La Cosa Nostra,5%,/la_cosa_nostra_d5d5?ref=ctrse_explore,R$ 800,13/11/2017
Pássaro João,13%,/passarojoao?ref=ctrse_explore,R$ 800,07/12/2015
VÁRIAS,8%,/litavarias?ref=ctrse_explore,R$ 799,13/10/2017
Paris 2015 Louvre,3%,/parislouvre2015?ref=ctrse_explore,R$ 795,14/10/2015
Sonho de Natal da Dinamite Joe,3%,/dinamitejoe?ref=ctrse_explore,R$ 795,25/12/2012
Des-Encontros Narrativas Homo-Afetivo,3%,/princesadazonaurbana?ref=ctrse_explore,R$ 790,18/12/2012
Projeto ZOEK,1%,/zoek?ref=ctrse_explore,R$ 790,08/08/2014
Suito Kyogi VOL. 1 - Um Mangá Sobre a Falsidade,7%,/suitokyogi?ref=ctrse_explore,R$ 790,04/12/2015
CD Encantos 2.0 Sustentável ,10%,/cdencantos?ref=ctrse_explore,R$ 790,26/07/2014
Vide ,5%,/vide?ref=ctrse_explore,R$ 790,20/06/2012
Brasil Com Uma Missão ,3%,/BrasilComUmaMissao?ref=ctrse_explore,R$ 785,30/09/2014
EuParticipo,2%,/campanhaeuparticipo?ref=ctrse_explore,R$ 785,08/12/2014
Curta-metragem Espiral,4%,/espiral?ref=ctrse_explore,R$ 780,21/09/2013
Brasil em Revista - o musical,3%,/brasilemrevista?ref=ctrse_explore,R$ 775,06/11/2012
SAMBALANÇO,3%,/sambalanco_d180?ref=ctrse_explore,R$ 770,14/04/2018
Livro infantil: "Kiko Coelho e o Resgate do Tucano Vermelho" ,20%,/kikocoelho?ref=ctrse_explore,R$ 770,02/05/2015
Oficina Devoluções,11%,/94-oficina-devolucoes?ref=ctrse_explore,R$ 770,25/04/2011
V8: A Grande Corrida,2%,/v8_19e03?ref=ctrse_explore,R$ 770,18/12/2016
As Histórias da Cannabis em Filmes e Debates,4%,/ashistoriasdacannabisemfilmesedebates?ref=ctrse_explore,R$ 767,04/08/2014
Sociedade de Mulheres,3%,/no_ano_de_2031_sociedade_de_mulheres_8fac?ref=ctrse_explore,R$ 760,01/04/2017
Projeto Música Viva,13%,/434-projeto-musica-viva?ref=ctrse_explore,R$ 760,23/12/2011
Música-Brinquedo,5%,/764-musica-brinquedo?ref=ctrse_explore,R$ 760,18/08/2012
Olhar de Frente - Trilogia Sensível do Grupo Neelic,15%,/olhardefrenteneelic?ref=ctrse_explore,R$ 760,01/11/2013
CRAYON - Papéis Amassados -,2%,/crayon?ref=ctrse_explore,R$ 759,22/12/2018
Diário dos 21 Dias,5%,/diariodos21dias?ref=ctrse_explore,R$ 755,25/08/2014
Enraizar-se - los ojos desvendados,32%,/enraizarseprojeto?ref=ctrse_explore,R$ 750,16/06/2019
Búzios SlackParque,4%,/buziosslackparque?ref=ctrse_explore,R$ 750,07/07/2016
Amissa - Uma história sobre tráfico humano,11%,/amissa-uma-historia-sobre-trafico-humano?ref=ctrse_explore,R$ 750,15/12/2011
CIRCODATA Dicionário online do Circo Brasileiro,2%,/circodata?ref=ctrse_explore,R$ 750,16/12/2015
Artesanato no Asilo,11%,/artesanatonoasilo?ref=ctrse_explore,R$ 750,13/04/2017
HORRORES MORTAIS,74%,/horrores-mortais?ref=ctrse_explore,R$ 749,06/07/2018
Volkan,9%,/volkan?ref=ctrse_explore,R$ 748,25/07/2016
One Shot Mangá BR #2,16%,/oneshot2?ref=ctrse_explore,R$ 745,22/01/2016
Guia da Copa para Pets,4%,/GuiadaCopaparaPets?ref=ctrse_explore,R$ 745,16/05/2014
Quem te Viu	 quem TV!,3%,/area58?ref=ctrse_explore,R$ 740,18/05/2014
Fórum de Tecnologia Social em Arquitetura e Urbanismo,18%,/forumdetecsocialemarqurb?ref=ctrse_explore,R$ 740,20/11/2012
Jambow Jane - Gravação primeiro CD,18%,/jambowjane?ref=ctrse_explore,R$ 740,31/03/2013
87ª Festa do Quilombo São Pedro,23%,/87festadoquilombo?ref=ctrse_explore,R$ 740,03/07/2015
Finalização do Curta "A Mais Gelada",8%,/maisgelada?ref=ctrse_explore,R$ 740,03/06/2013
Kill The Bully,4%,/killthebullychrisnazza?ref=ctrse_explore,R$ 740,10/06/2015
CD Hraiz,7%,/hraiz?ref=ctrse_explore,R$ 740,05/09/2014
Mais Fogo no Anhangabaú,32%,/maisfogonoanhangabau?ref=ctrse_explore,R$ 740,17/04/2014
PROJETO REMAKE,49%,/ProjetoRemake?ref=ctrse_explore,R$ 739,22/10/2017
Catraca Livre Heliópolis,8%,/264-catraca-livre-heliopolis?ref=ctrse_explore,R$ 735,30/09/2011
Laila K Lee - CD Chega Mais,9%,/lailaklee?ref=ctrse_explore,R$ 730,20/06/2013
Cine Rancho,4%,/cinerancho?ref=ctrse_explore,R$ 730,25/09/2016
AS TRÊS MARIAS NO RIO DE JANEIRO,8%,/astresmarias?ref=ctrse_explore,R$ 730,24/07/2015
Abril Poético,3%,/abrilpoetico?ref=ctrse_explore,R$ 730,29/04/2013
Movimento Vote Certo,3%,/movimentovotecerto?ref=ctrse_explore,R$ 730,10/11/2014
Festival Espinho Branco de Artes,24%,/festival_espinho_branco_de_artes_2c28?ref=ctrse_explore,R$ 730,02/04/2016
Doses Casarão 3a. Fase - Krisiun,73%,/dosescasarao3afase?ref=ctrse_explore,R$ 730,05/12/2014
Black Power Jones,5%,/blackpowerjones?ref=ctrse_explore,R$ 725,03/11/2012
Festa do Cinema Italiano - 8½ / Porto Alegre,8%,/festadocinemaitalianopoa?ref=ctrse_explore,R$ 725,14/07/2014
Curso sobre Empreendedorismo no MIT,2%,/cursonomit?ref=ctrse_explore,R$ 725,30/07/2015
Livro Silvania,12%,/livrosilvania?ref=ctrse_explore,R$ 720,21/10/2014
Luíza Horta - CD Trilha ,4%,/luizahorta?ref=ctrse_explore,R$ 720,08/05/2015
Harpistas baianos no México,7%,/harpamexico?ref=ctrse_explore,R$ 720,03/01/2016
Gravação do CD Falso Amor - Jribeiro,4%,/gravacao-do-cd-falso-amor-jribeiro?ref=ctrse_explore,R$ 720,03/10/2011
Campanha para estreia do espetáculo "Descargalhada",18%,/descargalhada?ref=ctrse_explore,R$ 720,21/05/2013
Escola Sustentável,2%,/escolasustentavelcvb?ref=ctrse_explore,R$ 720,06/06/2016
Vida com Arte,5%,/vidacomarte?ref=ctrse_explore,R$ 720,26/01/2016
AMIGOS DE UMA VIDA INTEIRA,3%,/amigos-de-uma-vida-inteira?ref=ctrse_explore,R$ 720,24/07/2012
Rockeiral 2018,5%,/rockeiral_2018_bebe?ref=ctrse_explore,R$ 715,26/09/2018
O Povo com Lula em Curitiba,1%,/o_povo_com_lula_em_curitiba_6790?ref=ctrse_explore,R$ 715,16/03/2017
Você Come o Quê?,14%,/teste_5f01?ref=ctrse_explore,R$ 715,21/10/2016
"Histórias de Mãe Beata",11%,/349-349-historias-de-mae-beata?ref=ctrse_explore,R$ 715,30/11/2011
Praia Acessível ,24%,/praiaacessivel?ref=ctrse_explore,R$ 715,19/01/2014
São Miguel	 destino: Movimento Popular de Arte,2%,/mpa?ref=ctrse_explore,R$ 713,23/12/2015
Revitalização Espaço: Aos Filhos da Terra,28%,/manutencao_e_revitalizacao_espaco_aos_filhos_da_terra_1524?ref=ctrse_explore,R$ 711,07/09/2017
PROJETO “VALSA N 6",8%,/772-projeto-valsa-n-6?ref=ctrse_explore,R$ 710,30/07/2012
Castme | Ajude o Geraldinho!,1%,/castme?ref=ctrse_explore,R$ 710,09/01/2017
Vaquinha do Boi,14%,/vaquinhadoboi?ref=ctrse_explore,R$ 710,14/05/2014
RECICLEDUCA	 Compostagem e Educação	 JORA Brasil,11%,/recicleduca?ref=ctrse_explore,R$ 710,08/04/2013
Memento Mori - uma antologia,44%,/memento_mori_antologia?ref=ctrse_explore,R$ 705,13/10/2018
Mechanical Bull,10%,/mechanicalbull?ref=ctrse_explore,R$ 705,27/03/2017
Basquete Santa Gertrudes,11%,/BasqueteSantaGertrudes?ref=ctrse_explore,R$ 705,29/01/2016
Córtex,23%,/projetocortex?ref=ctrse_explore,R$ 705,05/11/2014
13º Bunka Matsuri - A Festa da Cultura Japonesa,2%,/13_bunka_matsuri?ref=ctrse_explore,R$ 700,17/05/2019
Livro Pedalar é Possível ,3%,/livro_pedalar_e_possivel_c47a?ref=ctrse_explore,R$ 700,02/04/2017
INFÂNCIA DE MONIQUE,7%,/584-infancia-de-monique?ref=ctrse_explore,R$ 700,26/05/2012
O Milagre de Annie Sullivan,1%,/milagre?ref=ctrse_explore,R$ 700,17/02/2014
Se Mantenha Fora dos Trilhos,7%,/se_mantenha_fora_dos_trilhos_5d06?ref=ctrse_explore,R$ 700,16/05/2018
No Hero - Renaissance,10%,/NoHeroRenaissance?ref=ctrse_explore,R$ 700,29/12/2013
Ação da CAMTRA: Dia Internacional das Mulheres,10%,/DiaInternacionaldasMulheres?ref=ctrse_explore,R$ 700,08/03/2014
ARTBOOK/ Inktober 2016 & 2017,20%,/artbook_inktober_2016_2017_9e0d?ref=ctrse_explore,R$ 700,16/01/2018
Madre Muerte	 Volume 2 de 7,15%,/madre_muerte_volume_2_de_7_4f71?ref=ctrse_explore,R$ 695,29/12/2016
Ramires	 uma história Punk!,6%,/punkramires?ref=ctrse_explore,R$ 695,05/09/2018
I Encontro da Unidade,2%,/i_encontro_da_unidade_d982?ref=ctrse_explore,R$ 695,20/02/2017
Chicken Killers CD!,6%,/chickenkillers?ref=ctrse_explore,R$ 690,24/11/2013
A Verdade de Cada Um,50%,/averdadedecadaum?ref=ctrse_explore,R$ 690,10/10/2015
Arte Para Colorir,4%,/arteparacolorir?ref=ctrse_explore,R$ 690,04/12/2016
Vitor Vieira em Atlanta/EUA,4%,/vitorvieira?ref=ctrse_explore,R$ 690,13/09/2013
Quase Nada é Fato,8%,/QuaseNadaeFato?ref=ctrse_explore,R$ 690,02/02/2014
Saguibatu - DVD e temporada.,0%,/saguibatu_dvd_e_temporada_c644?ref=ctrse_explore,R$ 690,24/07/2016
Florir App: aplicativo pra quem adora flor!,3%,/floriografia?ref=ctrse_explore,R$ 690,22/07/2017
Ayomide,3%,/ayomide?ref=ctrse_explore,R$ 690,04/10/2015
KADDISH,5%,/kaddish?ref=ctrse_explore,R$ 685,01/09/2014
Lágrimas de Huanuni ,1%,/lagrimasdehuanuni?ref=ctrse_explore,R$ 685,28/01/2014
GUARDIANS OF DESTINY,3%,/guardians?ref=ctrse_explore,R$ 685,15/07/2017
Versos que Nascem do Lado de Lá,6%,/versosquenascem?ref=ctrse_explore,R$ 680,29/04/2018
Pedrinho e a Chuteira da Sorte,5%,/pedrinhoeachuteiradasorte?ref=ctrse_explore,R$ 680,25/05/2015
Procura-se um amor,4%,/procuraseumamor?ref=ctrse_explore,R$ 680,29/07/2014
CD " O Amor de Deus",1%,/lancamentocdoamordedeus?ref=ctrse_explore,R$ 680,18/12/2015
Documentário: MC Divino e a gata do Face,13%,/mcdivinoeagata?ref=ctrse_explore,R$ 680,24/04/2016
Complexo de Gaivota,19%,/complexodegaivota?ref=ctrse_explore,R$ 680,27/06/2015
Contos de Jardas,1%,/contosdejardas?ref=ctrse_explore,R$ 678,25/06/2017
"O Mal Ascendente" (The Evil Rises),4%,/omaudominante?ref=ctrse_explore,R$ 675,26/06/2015
Jogo de Tabuleiro de Combate a Dengue: Aedes aegypti Infestação,13%,/dengue?ref=ctrse_explore,R$ 675,26/10/2014
Jogo de Miniaturas Terras de Shiang (Wargame),1%,/terrasdeshiang?ref=ctrse_explore,R$ 675,19/07/2014
Ajudar a cirurgia de rim do Patrick,14%,/ajudarorim?ref=ctrse_explore,R$ 670,11/07/2016
Cafeteiros - Clube do Café,2%,/cafeteiros?ref=ctrse_explore,R$ 670,10/09/2017
Equipe Positronics - Robots Lovers Lonely Hearts Club Band,4%,/equipe-positronics-robots-lovers-lonely-hearts-club-band?ref=ctrse_explore,R$ 670,15/04/2012
TARDIS: Cortejando a insanidade.,11%,/tardis?ref=ctrse_explore,R$ 670,11/05/2017
Palácios Cariados,2%,/palacioscariados?ref=ctrse_explore,R$ 670,11/02/2015
Livro "Crônicas Capitais - Holzpuppe",14%,/cronicas-capitais?ref=ctrse_explore,R$ 661,05/06/2017
direto e reto para brumadinho!,13%,/direto_e_reto_para_brumadinho_e0b0?ref=ctrse_explore,R$ 660,12/02/2019
A JEGA RECEBEDEIRA,13%,/a-jega-recebedeira?ref=ctrse_explore,R$ 660,07/08/2012
Um Estranho no Ninho,2%,/estranhononinho?ref=ctrse_explore,R$ 660,25/03/2015
Auditória,6%,/auditoria?ref=ctrse_explore,R$ 660,15/11/2014
Brasília // 01 de agosto,44%,/olympiaDF0108?ref=ctrse_explore,R$ 660,26/07/2016
Um Curupira na Escócia,2%,/OriOthello?ref=ctrse_explore,R$ 660,18/05/2014
Sunamuh - A fuga.,2%,/sunamuh?ref=ctrse_explore,R$ 660,29/10/2017
Evil Emperor - Primeiro Clipe Oficial,99%,/evilemperorclipe?ref=ctrse_explore,R$ 660,03/10/2013
Balcão Graphic Novel,8%,/balcao?ref=ctrse_explore,R$ 655,30/10/2018
Blogados!,26%,/102-blogados?ref=ctrse_explore,R$ 655,06/05/2011
Manual Para Professores Inquietos,11%,/manual_para_professores_inquietos_7b31?ref=ctrse_explore,R$ 655,20/04/2018
Uma Breve História do Amor,11%,/uma-breve-historia-do-amor?ref=ctrse_explore,R$ 652,19/03/2011
Lançamento do Kinobox,8%,/kinobox?ref=ctrse_explore,R$ 651,03/01/2015
Amor em Dobro,10%,/amoremdobro?ref=ctrse_explore,R$ 650,26/11/2014
Gravação do EP "Certas Coisas" - Grupo Inspirados ,18%,/CertasCoisas?ref=ctrse_explore,R$ 650,19/06/2016
GoBriza Surf (:,2%,/brizasurf?ref=ctrse_explore,R$ 650,13/06/2013
Continuum | Curta metragem,18%,/continuum?ref=ctrse_explore,R$ 650,05/10/2015
"as horas não importam mais",2%,/ashorasnaoimportammais?ref=ctrse_explore,R$ 650,28/05/2017
Dançando O Melhor do Cinema,18%,/dancando-o-melhor-do-cinema?ref=ctrse_explore,R$ 645,26/10/2011
X Bienal de Florença 2015 ,2%,/natalianabienaldeflorenca?ref=ctrse_explore,R$ 645,30/07/2015
CD Anti-Heróis - A Vida Pede Carona!,18%,/cd_anti_herois_a_vida_pede_carona_7f6d?ref=ctrse_explore,R$ 645,22/09/2017
Livro Literatura de Bordel + 7ª Fresta Literária,8%,/literaturadebordel?ref=ctrse_explore,R$ 642,26/01/2015
NothernKing	 Survival & PVP,106%,/nothernking_survival_pvp_f1a7?ref=ctrse_explore,R$ 640,22/01/2018
ELKE MARAVILHA DO "SAGRADO AO PROFANO'  ,1%,/874-elke-maravilha-do-sagrado-ao-profano?ref=ctrse_explore,R$ 640,27/09/2012
Crianças do Haiti,12%,/criancas_do_haiti_0acf?ref=ctrse_explore,R$ 640,25/10/2016
Documentário Surf no Alemão,12%,/docsurfnoalemao?ref=ctrse_explore,R$ 640,12/07/2013
Olympus,9%,/olympus?ref=ctrse_explore,R$ 640,30/01/2015
Residencial Abaeté ,5%,/residencial-abaete?ref=ctrse_explore,R$ 640,22/09/2012
Darkham - Sombras de Sangue,8%,/darkham?ref=ctrse_explore,R$ 640,19/03/2017
Corrida e os caminhos entre a largada e chegada,9%,/corrida_e_os_caminhos_entre_a_largada_e_chegada?ref=ctrse_explore,R$ 637,13/05/2017
O Cântico do Lobo de Natal,2%,/o_cantico_do_lobo_de_natal_23ce?ref=ctrse_explore,R$ 636,05/01/2018
Marcos Paulo "Mosaico",16%,/marcospaulomosaico?ref=ctrse_explore,R$ 635,09/11/2013
Erotimize!,10%,/erotimize?ref=ctrse_explore,R$ 635,14/10/2014
Assinatura RPGBrasil.Org,12%,/cenarioera?ref=ctrse_explore,R$ 635,02/05/2013
Waldo sem Vanda,6%,/waldosemvanda?ref=ctrse_explore,R$ 633,19/04/2016
Rolê da Rico,6%,/role_da_rico?ref=ctrse_explore,R$ 630,04/01/2019
Eletronic Festival - Encontro de DJs Solidário,7%,/eletronicfestival?ref=ctrse_explore,R$ 630,20/11/2015
Os voluntários que salvaram a Bienal,4%,/bienal?ref=ctrse_explore,R$ 630,19/12/2014
Livro DO ALTO vol.1,5%,/livro_do_alto_vol_1_7c20?ref=ctrse_explore,R$ 630,12/11/2016
Revista Palco,21%,/revistapalco?ref=ctrse_explore,R$ 630,08/08/2014
O Fim do Mundo É Hoje - O Livro,6%,/o_fim_do_mundo_e_hoje_o_livro_9933?ref=ctrse_explore,R$ 630,08/02/2017
Festival Ivani Ballet 2015,12%,/festivalivani?ref=ctrse_explore,R$ 625,24/10/2015
PROJETO LUMENS: BIBLIOTECA DE TAIPA,28%,/bibliotecataipa?ref=ctrse_explore,R$ 625,16/11/2015
Sentimentos de Um Balde,10%,/sentimentosdeumbalde?ref=ctrse_explore,R$ 625,24/05/2018
Fletir / Integritude - Teatro Aliança Francesa SP,15%,/fletir-integritude-teatro-alianca-francesa-sp?ref=ctrse_explore,R$ 621,12/12/2011
Espetáculo PARTIDAS,41%,/espetaculopartidas?ref=ctrse_explore,R$ 620,24/05/2019
